Filename,Preamble Snippet
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.txt","Exhibit 10.1   COLLABORATION AGREEMENT   by and between   THERAVANCE, INC.   and   GLAXO GROUP LIMITED   Dated: November 14, 2002





  TABLE OF CONTENTS                                                ARTICLE 1 DEFINITIONS   1           ARTICLE 2 RIGHTS AND OBLIGATIONS   11   2.1 License Grants from Theravance to GSK   11   2.1.1 Development License   11   2.1.2 Commercialization License   11   2.1.3 Manufacturing License   11   2.2 Sublicensing and Subcontracting   11   2.3 Trademarks and Hous"
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.txt,"Attachment B to Master Franchise Agreement   GUARANTEES OF MASTER FRANCHISE AGREEMENT   As   an   i nducemen t   t o  K iosk  Concep t s ,   I nc .   ( ""F ranch i so r "" )   t o   en t e r   i n to   a  Mas t e r  F r anch i s e  Agreemen t  w i th __N/A____________________ (""Master Franchisee"") dated __________________, 20____ (the "" Master Franchise Agreement""), ___________________________________ (""Guarantors""), jointly and severally agree as follows:   A. Guarantors shall pay or cause to be "
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT.txt","Exhibit 10.7

CONSULTING AGREEMENT

Aduro Biotech, Inc., with a place of business at 740 Heinz Avenue, Berkeley, CA 94710 (""Aduro"") and IREYA B.V having an address at Staalwijkstraat 16, 2313 XR Leiden, the Netherlands, represented by Andrea van Elsas, (""Consultant"") agree to all terms and conditions of this Consulting Agreement (""Agreement"") dated June 1, 2020, effective as of July 1, 2020 (""Effective Date"").

1. Services. At the request and direction of Aduro and the agreement of Consultant, C"
CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement.txt,"Exhibit 10.27

MARKETING AFFILIATE AGREEMENT

Between:

Birch First Global Investments Inc.

And

Mount Knowledge Holdings Inc.

Dated: May 8, 2014

1

Source: CYBERGY HOLDINGS, INC., 10-Q, 5/20/2014





1.

2.

2.1

2.2

This Marketing Affiliate Agreement (the ""Agreement"") is entered into this 8th day of May 2014, by and between BIRCH FIRST GLOBAL INVESTMENTS INC., a corporation incorporated in the U.S. Virgin Islands, with its main place of business located 9100 Havensight, Port of Sale, Ste."
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.txt,"Exhibit 7.5



STRATEGIC ALLIANCE AGREEMENT

This Strategic Alliance Agreement is made and entered into this 14 day of June 2006, by and between UTEK Corporation (""UTEK""), a Delaware Corporation, 2109 Palm Avenue, Tampa, Florida 33605, and Manakoa Services Corporation (""MKOS""), a Nevada Corporation, 7203 W Deschutes Avenue, Suite B, Kennewick, Washington 99336.

WITNESSETH:

WHEREAS, MKOS desires to engage UTEK to provide the services as set forth in this Agreement, and

WHEREAS, UTEK is agreeab"
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.txt,"Exhibit 10.1

[*****] Text omitted for confidential treatment. The redacted information has been excluded because it is both (i) not material and (ii) would be competitively harmful if publicly disclosed.

GLOBAL MASTER SUPPLY AGREEMENT

This Global Master Supply Agreement (""Agreement"" or ""Contract"") is between ExxonMobil Chemical Company, a division of Exxon Mobil Corporation (""Seller""),on behalf of itself and in the interest of the ExxonMobil affiliates listed on Attachment B (each an ""ExxonMo"
PANDIONTHERAPEUTICSHOLDCOLLC_05_22_2020-EX-10.17-CONSULTING AGREEMENT.txt,"Exhibit 10.17

IMMUNOTOLERANCE, INC.

CONSULTING AGREEMENT

This Consulting Agreement (the ""Agreement""), made this 27t h day of March, 2017 is entered into by Immunotolerance, Inc., a Delaware corporation (the ""Company""), and Alan Crane, an individual (the ""Consultant"").

WHEREAS, the Company and the Consultant desire to establish the terms and conditions under which the Consultant will provide services to the Company.

NOW, THEREFORE, in consideration of the mutual covenants and promises contai"
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT.txt,"Exhibit 10.1

Information identified with ""[***]"" has been excluded from this exhibit because it is both not material and would likely cause competitive harm to the registrant if publicly disclosed.

SUPPLY AGREEMENT

This Supply Agreement (the ""Agreement"") is entered into as of February 28, 2019 by and between Florida Chemical Company, LLC, a Delaware limited liability company (""FCC"") and Flotek Chemistry, LLC, an Oklahoma limited liability company (""Flotek"").

WHEREAS, the parties desire to se"
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.txt,"EXHIBIT 10.6

                                  EXHIBIT 10.06

                          WATCHGUARD TECHNOLOGIES, INC.                               DISTRIBUTOR AGREEMENT

This Agreement is made and entered into effective as of November 5, 1997 (the ""effective Date), by and between WatchGuard Technologies, Inc., a Delaware corporation (""WGT""), and European Micro (""Distributor""). WGT and Distributor agree as follows:

Section 1. Definitions

""Add-On Software Modules"" means those computer software"
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.txt,"CELEBRITY ENDORSEMENT AGREEMENT     THIS AGREEMENT is made as of this March 14, 2012 but effective as of March 1, 2012 (""Effective Date"") by and between Bizzingo, Inc., a Nevada  corporation with offices at 63 Main Street, Suite 202, Flemington, NJ 08822 (""Bizzingo"") and Joseph Theismann, an individual whose address is 21495  Ridgetop Circle, Suite 304A, Sterling Virginia 20166 (""Theismann"") (collectively the ""Parties"").     WITNESSETH:     WHEREAS, Theismann is recognized and widely known throu"
KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement.txt,"Exhibit 4.15 THE SYMBOL ""****"" DENOTES PLACES WHERE PORTIONS OF THIS DOCUMENT HAVE BEEN OMITTED PURSUANT TO A REQUEST FOR CONFIDENTIAL TREATMENT. SUCH MATERIAL WILL BE FILED SEPARATELY WITH THE SECURITIES AND EXCHANGE COMMISSION. PRODUCT MANUFACTURING AGREEMENT This Product Manufacturing Agreement (""Agreement"") is made as of the Effective Date by and between DEXCEL LTD., with its registered address at ****, Israel (""Dexcel"") and KITOV Pharma Ltd., with its registered office at 132 Menachem Begin"
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement3.txt,"AMENDMENT NO. 2 TO STREMICK'S HERITAGE FOODS, LLC and PREMIER NUTRITION CORPORATION MANUFACTURING AGREEMENT

This Second Amendment (""Second Amendment""), entered into by and between Stremick's Heritage Foods, LLC, (""Heritage""), Premier Nutrition Corporation (""Premier"") is effective as of October 1, 2018 (""Second Amendment Effective Date"") and amends that certain Manufacturing Agreement between Heritage and Premier dated July 1, 2017 (""Agreement""). Heritage and Premier are each referred to herein "
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.txt,"Promotion Agreement Between                     PageMaster Corporation and Go Call, Inc.

                                    AGREEMENT                                     ---------

        This Promotion Agreement (herein ""Agreement"") dated March 12,1999, by and between Go Call, Inc. (herein ""Go Call"") located at 15 Queen Street East, Cambridge Ontario, Canada N3C2A7 and PageMaster Corporation located at 100 E. Thousand Oaks Blvd. Suite 297, Thousand Oaks, CA 91360, shall set forth the Terms a"
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.txt,"Exhibit 10.34   INTERNET CHANNEL COOPERATION AGREEMENT   Contract Number: 181015BD0120

     Party A:

  Beijing Baidu Netcom Science and Technology Co., Ltd.

  Address:

  Baidu Building, 10 Shangdi 10  Street, Haidian District, Beijing

  Contact:

  HOU Gang

  Telephone: 010-59927171 Fax: 010-59920021

    Party B:

  China Online Housing (Hong Kong) Co., Ltd.

  Address:

  8/F, Ideal International Plaza, 58 Beisihuan Xilu, Haidian District, Beijing

  Contact: Telephone: 010-58951000 Fax:"
BLACKSTONEGSOLONG-SHORTCREDITINCOMEFUND_05_11_2020-EX-99.(K)(1)-SERVICE AGREEMENT.txt,"Exhibit (k)(1)

SERVICE AGREEMENT

FOR

TRANSFER AGENT SERVICES

TO

BLACKSTONE / GSO LONG-SHORT CREDIT INCOME FUND

Rev. December 2009





THIS SERVICE AGREEMENT FOR TRANSFER AGENT SERVICES (this ""Agreement"") between Blackstone / GSO Long-Short Credit Income Fund, a Delaware statutory trust (""Client"") and Mellon Investor Services LLC (operating with the service name BNY Mellon Shareowner Services), a New Jersey limited liability company (""Agent""), is dated as of January 26, 2011.

1. Appointme"
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,"STRATEGIC ALLIANCE AGREEMENT

This agreement (""Agreement""), is entered into as of the date on which the Registration Statement is declared effective by the SEC (the  ""Effective Date""), by and among PHL VARIABLE INSURANCE COMPANY (""PHLVIC""), PHOENIX LIFE INSURANCE COMPANY, (""PLIC""  and, together with PHLVIC, ""PHL Variable""), PHOENIX EQUITY PLANNING CORPORATION (""PEPCO"" and, together with PHLVIC and PLIC,  the ""PHL Parties""), and INVESTORS CAPITAL CORPORATION (""ICC""). Except as otherwise defined, "
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.txt","CERTAIN PORTIONS OF THIS DOCUMENT HAVE BEEN OMITTED PURSUANT TO A CONFIDENTIAL TREATMENT REQUEST. SUCH OMITTED PORTIONS, WHICH ARE MARKED WITH BRACKETS [ ] AND AN ASTERISK*, HAVE BEEN SEPARATELY FILED WITH THE SECURITIES AND EXCHANGE COMMISSION. Exhibit 10.1 EXECUTION COPY   COOPERATION AGREEMENT   This AGREEMENT, dated as of June 27, 2017 (this ""Agreement""), is made and entered into by The Meet Group, Inc., a Delaware corporation (the ""Company""), and each of the persons set forth on the signatu"
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3.txt,"AMENDMENT NO. 2



Dated as of March 27, 2006



Reference is hereby made to that certain fully executed Wireless Content License Agreement Number 12965 dated as of December 16, 2004, as amended November 11, 2005, (""Agreement""), between Fox Mobile Entertainment, Inc. (""Fox""), as Administrator for Twentieth Century Fox Film Corporation (""Trademark Licensor"") and Glu Mobile, Inc. f/k/a Sorrent, Inc. (""Licensee"").

The parties agree to modify the Agreement as follows:

A. ""ICE AGE 2"" a/k/a ""ICE AGE"
ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.txt,"Exhibit 10.11   ***Certain portions of this exhibit have been omitted based on a request for confidential treatment pursuant to Rule 24b-2 under the Securities Exchange Act of 1934, as amended. The omitted portions have been filed separately with the Securities and Exchange Commission.   STRATEGIC ALLIANCE AGREEMENT     This Strategic Collaboration Agreement (""Agreement""), effective as of the 23rd day of  September, 2016 (""Effective Date""), is entered into by and between The University of Texas "
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.txt,"Exhibit 10.5

                         STRATEGIC ALLIANCE AGREEMENT                          ----------------------------

THIS  STRATEGIC ALLIANCE AGREEMENT (this ""Agreement"") is made as of 31 December,                                           ---------                              1996, between NORTHERN TELECOM LIMITED, a Canadian corporation (""NTL""), and                                                                  ---        ENTRUST TECHNOLOGIES INC., a Maryland corporation (""ETI"").     "
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.txt,"1                                                                    EXHIBIT 10.14

                           OUTSOURCING AGREEMENT

      This Outsourcing Agreement (the ""Agreement"") is made and entered into as of January 1, 1998, by and between Sykes HealthPlan Services, Inc., a Florida corporation (""SHPS""), and HealthPlan Services, Inc., a Florida corporation (""HPS"").

                                BACKGROUND

      HPS (or one of its affiliates other than SHPS) provides certain administra"
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.txt,"1                                                                   EXHIBIT 10.4

                           SPONSORSHIP AGREEMENT                               ---------------------

               This Sponsorship Agreement is made between National Processing Company (""NPC"") and National City Bank of Kentucky (""NCB"") effective June 30, 1996 (""Effective Date"").

                                WITNESSETH:

               WHEREAS, NCB is a member in good standing of Visa U.S.A., Inc. (""Visa"") an"
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.txt","EXHIBIT D JOINT FILING AGREEMENT MFA FINANCIAL, INC. In accordance with Rule 13d-1(k) under the Securities Exchange Act of 1934, as amended, the undersigned hereby confirm the agreement by and among them to the joint filing on behalf of them of the Statement on Schedule 13D and any and all further amendments thereto, with respect to the securities of the above referenced issuer, and that this Agreement be included as an Exhibit to such filing. This Agreement may be executed in any number of coun"
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.txt,"Exhibit 10.1 MASTER FRANCHISE AGREEMENT This Master Franchise Agreement (""Agreement"") is made and entered into on the 20t h day of November, 2018 (the ""Effective Date"") at Mumbai, by and between Smaaash Entertainment Private Limited, an Indian company, with its address at Trade View, Level 2, Kamala Mills, Lower Parel, Mumbai 400013, India (""Franchisor"") and I-AM Capital Acquisition Company, a company incorporated in the United States of America, with an address at 1345 Avenue of the Americas, 1"
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.txt,"Exhibit 99(d)(2)

COOPERATION AGREEMENT

This Cooperation Agreement, dated as of 02 June, 2015, between Otkritie Investments Cyprus Limited, a company incorporated under the laws of the Republic of Cyprus with registration number HE 301373, whose registered address is at Angelou Vlachou, 4A, 6052, Larnaca, Cyprus (""OICL"" and together with its Affiliates, ""Otkritie"") and QIWI plc, a public company limited by shares incorporated under the laws of the Republic of Cyprus with registration number HE "
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement.txt,"Exhibit 10.24    *Portions of this exhibit marked [*] are requested to be treated confidentially.   CONTENT LICENSE AGREEMENT       This CONTENT LICENSE AGREEMENT (the ""Agreement"") is entered into and effective September 17, 2008 (the ""Effective Date""), by and between World Book, Inc. (""World Book""), a Delaware corporation with offices at 233 North Michigan Avenue, Suite 2000, Chicago, IL 60601, and HSW International, Inc. (""HSWI""), a Delaware corporation with offices at One Capital City Plaza, "
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement.txt,"Exhibit 10.1 Development Agreement This Development Agreement (the ""Agreement"") dated as of March 20, 2020 (the ""Effective Date"") is entered into by and between CNS Pharmaceuticals, Inc. (""CNS""), a Nevada corporation, having a business address of 2100 West Loop South, Suite 900, Houston, Texas 77027, and WPD Pharmaceuticals, (""WPD""), a Polish corporation, having a business address of ul. Żwirki i Wigury 101, 02-089 Warszawa. CNS and WPD are sometimes referred to herein individually as a ""Party"" "
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2.txt,"AMENDMENT NO. 1

Dated as of November 11, 2005

Reference is hereby made to that certain fully executed Wireless Content License Agreement Number 12965 dated as of December 16, 2004 (""Agreement""), between TWENTIETH CENTURY FOX LICENSING & MERCHANDISING, division of Fox Entertainment Group, Inc. (""Fox""), as Administrator for Twentieth Century Fox Film Corporation (""Trademark Licensor"") and Glu Mobile, Inc. f/k/a Sorrent, Inc. (""Licensee"").

The parties agree to modify the Agreement as follows:


"
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.txt,"Exhibit 4.5 SUPPLY AGREEMENT between PROFOUND MEDICAL INC. and PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.





THIS AGREEMENT is made July 31, 2017 BETWEEN: PROFOUND MEDICAL INC., a company incorporated under the laws of the province of Ontario and having its registered address at 2400 Skymark, Unit 6, Mississauga, Ontario L4W 5K5, Canada (hereinafter referred to as ""Customer"") - and - PHILIPS MEDICAL SYSTEMS NEDERLAND B.V., a company incorporated under the laws of the Netherlands with its principal"
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.txt,"OUTSOURCING AGREEMENT

BY AND BETWEEN

TRI CITY NATIONAL BANK

and

MARSHALL & ILSLEY CORPORATION acting through its division M&I DATA SERVICES

DATED AS OF

February 16, 1998

TABLE OF CONTENTS

Page 1. DEFINITIONS  1.1 Background  1.2 Definitions      1.3 References  1.4 Interpretation   2. TERM    2.1 Initial Term     2.2 Extensions  3. APPOINTMENT  3.1 Performance by M&I Affiliates   3.2 Third Party Services  3.3 Proper Instructions   4. CONVERSION   4.1 Banking Applications  4.2 Development"
"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.txt","Exhibit 1.1

Blue Hills Bancorp, Inc. up to 24,150,000 Shares (subject to increase up to 27,772,500 shares)

SHARES ($0.01 Par Value)

Subscription Price $10.00 Per Share

AGENCY AGREEMENT

May 14, 2014

Keefe, Bruyette & Woods, Inc. 10 South Wacker Drive Investment Banking, Suite 3400 Chicago, Illinois 60606

Ladies and Gentlemen:

Blue Hills Bancorp, Inc. (the ""Holding Company""), a newly formed Maryland corporation, Hyde Park Bancorp, MHC, a Massachusetts­ chartered mutual holding company (the"
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.txt,"Table of Contents

EXECUTION VERSION

Exhibit 2.4

INTELLECTUAL PROPERTY AGREEMENT

by and between

HONEYWELL INTERNATIONAL INC.

and

GARRETT MOTION INC.

Dated as of September 27, 2018

Source: GARRETT MOTION INC., 8-K, 10/1/2018





Table of Contents

TABLE OF CONTENTS Page

ARTICLE I DEFINITIONS Section 1.01. Definitions 1 ARTICLE II RECORDATION OF INTELLECTUAL PROPERTY RIGHTS ASSIGNMENT AGREEMENTS

Section 2.01. Intellectual Property Assignment Agreements 4 Section 2.02. Recordation 4 Sect"
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement.txt,"EXHIBIT 10.20

                             CO-BRANDING Agreement

     This Co-Branding Agreement (the ""Agreement"") is entered into as of  March ___, 1999 (the ""Effective Date"") by and between theglobe.com, Inc., with its principal place of business at 31 West 21st Street, New York, NY  10010 (""theglobe""), and The Boxlot Company, with its principal place of business at 12626 High Bluff Drive, Suite 370, San Diego, CA  92130 (""Boxlot"").

1.   DEFINITIONS.

     (a) ""Boxlot Banners"" means any ban"
EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement.txt,"Exhibit 10.10

CERTAIN INFORMATION IN THIS EXHIBIT HAS BEEN OMITTED AND FILED SEPARATELY WITH THE COMMISSION. CONFIDENTIAL TREATMENT HAS BEEN REQUESTED WITH RESPECT TO THE OMITTED PORTIONS.

                              CO-BRANDING AGREEMENT

      This Co-Branding Agreement (this ""Agreement""), dated as of June 8, 1999, is made by and between Snap Technologies, Inc. a California corporation having its principal place of business at 111 Townsend St., San Francisco, CA 94107 (""Snap""), and, United"
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.txt","Exhibit 10.1 COOPERATION AGREEMENT This Cooperation Agreement (this ""Agreement""), dated as of May 13, 2020, is by and among MG Capital Management Ltd., a Cayman Islands company limited by shares (""MG Capital""), Percy Rockdale LLC, a Michigan limited liability company (""Percy Rockdale""), Rio Royal LLC, a Michigan limited liability company (""Rio Royal"", and together with MG Capital and Percy Rockdale, the ""MG Capital Parties"") and HC2 Holdings, Inc., a Delaware corporation (the ""Company""). Each of"
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT.txt,"Exhibits 10.9 SERVICES AGREEMENT

This SERVICES AGREEMENT is entered into on, and effective as of, August __, 2019 (the ""Effective Date"") among TransMontaigne Management Company, LLC, a Delaware limited liability company (""EmployeeCo"") and TLP Management Services, LLC, a Delaware limited liability company (the ""Operating Company""). The above-named entities are sometimes referred to in this Agreement (as defined herein) each as a ""Party"" and collectively as the ""Parties.""

WHEREAS, EmployeeCo emp"
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.txt","EXHIBIT 10.71

May 04, 2017 Strategic Alliance Agreement This Strategic Alliance Agreement (this ""Agreement"") is entered into as of the 26t h day of May, 2017 (hereinafter referred to as the effective date of the Agreement), by and between Cool Technologies Inc.., a Nevada corporation (hereinafter referred to as ""COOL TECH""), and VETERAN TECHNOLOGY GROUP, LLC, a Missouri corporation (hereinafter referred to as ""VET TECH""). WITNESSETH: WHEREAS, COOL TECH and VET TECH wish to enter into a strategi"
Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .txt,"Exhibit 10.14(a)

SECOND AMENDED AND RESTATED  EXCLUSIVE AGENCY AND  MARKETING AGREEMENT by and between MONSANTO COMPANY

and

THE SCOTTS COMPANY LLC  Effective as of September 30, 1998





TABLE OF CONTENTS

Article 1 - DEFINITIONS AND RULES OF CONSTRUCTION 1

 Section 1.1 Definitions 1

 Section 1.2 Rules of Construction and Interpretation 9

Article 2 - EXCLUSIVE AGENCY AND DISTRIBUTORSHIP 9

 Section 2.1 Appointment of the Exclusive Agent 9

 Section 2.2 The Agent's Obligations and Standard"
ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.txt,"Exhibit 1.2

Up to 2,445,223 Shares

(subject to increase to up to 2,812,006 shares in the event of an increase in the pro forma market value of the Company's Common Stock)

Alliance Bancorp, Inc. of Pennsylvania (a federal stock holding company)

Common Stock (par value $.01 per share)

AGENCY AGREEMENT

November ___, 2006

SANDLER O'NEILL & PARTNERS, L.P. 919 Third Avenue, 6  Floor New York, New York 10022

Ladies and Gentlemen:

Greater Delaware Valley Holdings, A Mutual Company, a Pennsylvan"
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.txt,"Exhibit 10.28 PRODUCT SALE AND MARKETING AGREEMENT THIS PRODUCT SALE AND MARKETING AGREEMENT (this ""Agreement"") is made this 12th day of November, 2018 (the ""Effective Date""), by and between Calm.com, Inc., a Delaware corporation, having offices at 140 2nd Street, 3rd Floor, San Francisco, California 94105 (""Calm"") and XpresSpa Group, Inc., a Delaware corporation, having offices at 780 Third Avenue, 12th Floor, New York, New York 10017 (""XSPA""). Each of Calm and XSPA may be referred to herein in"
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.txt,"Exhibit 10.16

EL POLLO LOCO® FRANCHISE DEVELOPMENT AGREEMENT

Dated: ____________________

Territory: Developer:

(Disclosure Document Control No. 032619)

TABLE OF CONTENTS 1.DEVELOPMENT RIGHTS IN TERRITORY. 4 2.LIMITATION ON DEVELOPMENT RIGHTS. 5 3.DEVELOPMENT FEE. 9 4.TERM OF DEVELOPMENT AGREEMENT. 10 5.TERRITORY CONFLICTS. 10 6.PROPRIETARY RIGHTS OF EL POLLO LOCO. 11 7.INSURANCE AND INDEMNIFICATION. 11 8.TRANSFER OF RIGHTS. 13 9.ACKNOWLEDGMENT OF SELECTED TERMS AND PROVISIONS OF THE FRANCHI"
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2.txt,"AMENDMENT NO. 1 TO STREMICK'S HERITAGE FOODS, LLC and PREMIER NUTRITION CORPORATION MANUFACTURING AGREEMENT

This Amendment No. 1 (the ""Amendment""), entered into by and between Stremick's Heritage Foods, LLC (""Heritage"") Premier Nutrition Corporation (""Premier"") is effective as of June 11, 2018 (""Amendment Effective Date"") and amends that certain Manufacturing Agreement between Heritage and Premier dated July 1, 2017 (""Agreement""). Heritage and Premier are each referred to herein as a ""Party"" an"
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt,"CONTENT LICENSE AGREEMENT

THIS CONTENT LICENSE AGREEMENT (this ""Agreement""), dated as of December 21, 2015 (the ""Effective Date""), is entered into between Beijing Sun Seven Stars Culture Development Limited, a P.R.C. company with an address at Eastern Fangzheng Road, Southern Dongying Village, Hancunhe Town, Fangshan District, Beijing City, P.R.C. (""Licensor""), and YOU ON DEMAND HOLDINGS, INC., a Nevada corporation with an address at 375 Greenwich Street, Suite 516, New York, New York 10013 (""L"
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1).txt,"Exhibit 10.34

*** Text Omitted and Filed Separately  Confidential Treatment Requested Under 17 C.F.R. §§ 200.80(b)(4)  and 203.406

DEVELOPMENT AGREEMENT

This Development Agreement (""Development Agreement"") is entered into on April 15 , 2010 (""EffectiveDate"") by and between Cargill,  Incorporated through its Bio Technology Development Center, having its principal place of business at 15407 McGinty Road West, Wayzata,  Minnesota 55391 USA (""Cargill"") and Bioamber S.A.S., having a place of busin"
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.txt,"EXHIBIT 10.13

                             JOINT VENTURE AGREEMENT

Collectible Concepts Group, Inc. (""CCGI"") and Pivotal Self Service Tech, Inc. (""PVSS""), (the ""Parties"" or ""Joint Venturers"" if referred to collectively, or the ""Party"" or Joint Venturer"" if referred to singularly), by this Agreement associate themselves as business associates, and not as partners, in the formation of a joint venture (the ""Joint Venture""), for the purpose of engaging generally in the business provided for by ter"
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement.txt,"Exhibit 10.4 Split-Dollar Endorsement Agreement

THIS AGREEMENT is made and entered into this 1st day of June, 2017 by and between Prudential Bank (hereinafter referred to as the ""Employer""), located in Philadelphia, Pennsylvania and Jeffrey Hanuscin, (hereinafter referred to as the ""Employee""), residing at 2406 Sanibel Circle, Palmyra, NJ 08065.

WHEREAS, the Employee has performed his duties in an efficient and capable manner; and

WHEREAS, the Employer is desirous of retaining the services of"
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.txt,"Exhibit 10.1

CERTAIN CONFIDENTIAL INFORMATION CONTAINED IN THIS DOCUMENT, MARKED BY BRACKETED ASTERISKS [***], HAS BEEN OMITTED AND FILED SEPARATELY WITH THE SECURITIES AND EXCHANGE COMMISSION PURSUANT TO RULE 24B-2 OF THE SECURITIES EXCHANGE ACT OF 1934, AS AMENDED. SUPPLY AGREEMENT

THIS SUPPLY AGREEMENT (""Agreement"") is entered into as of this 15th day of May, 2013 (the ""Effective Date"") by and between Integra LifeSciences Corporation (""Integra""), a Delaware corporation with offices at 311 E"
"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.txt","Exhibit 10.12

[***] Certain information in this document has been excluded pursuant to Regulation S-K, Item 601(b)(10). Such excluded information is not material and would likely cause competitive harm to the registrant if publicly disclosed.

Execution Version

COLLABORATION AGREEMENT

This COLLABORATION AGREEMENT (this ""Agreement""), effective as of September 13th, 2019 (""Effective Date""), is between Ginkgo Bioworks, Inc., a Delaware corporation with offices located at 27 Drydock Avenue, 8th f"
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.txt,"EXHIBIT 10.1

                          BUSINESS AFFILIATE AGREEMENT

This  Business  Affiliate  Agreement   (""Agreement"")  dated  January  28,  2005, effective  as of October 15,  2004,  (""Effective  Date"") is entered  into by and between Dr. George D. Green (the ""Business Affiliate"") and UNION DENTAL CORP., a Florida  corporation  (""UDC"")  (collectively,  Business Affiliate and UDC may be referred to collectively as the ""Parties"" and singularly as a (""Party"").

                                "
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement.txt,"-8-    9

                                                              EXECUTION COPY

     11.6. COUNTERPARTS. This Agreement may be executed in two or more counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.

     11.7. INTELLECTUAL PROPERTY RIGHTS, CONFIDENTIALITY AND NON-USE. The Professional acknowledges her obligations under the provisions of the Intellectual Property Rights Confidentiality and Non-Use Obligation"
